37622173128397144064.000000 24170963974149382144.000000 43636635401462317056.000000
47853328262567763968.000000 60178210398490910720.000000 89502842427788509184.000000
29920650690419265536.000000 50401020682212720640.000000 58293952184081170432.000000
6168116052298786816.000000 63081518831586418688.000000 51275988848189415424.000000
30048727927475544064.000000 54804656040750178304.000000 73526196663030104064.000000
30373061890274267136.000000 99056989351597572096.000000 96478149845031813120.000000
30451409282009518080.000000 99505158725524340736.000000 82750134264683380736.000000
69761720902396977152.000000 56302334927844073472.000000 48996877453172809728.000000
61656771775985606656.000000 34174907521433149440.000000 7254197266431098880.000000
70474649447761403904.000000 96643880003914776576.000000 60212325395153608704.000000
79034753062127960064.000000 55068509228047753216.000000 30906246094896332800.000000
75935946537100689408.000000 74039427751314063360.000000 77963735796962918400.000000
52997497800026775552.000000 27624974151339814912.000000 67224396932599373824.000000
40275635870332796928.000000 39805873330888605696.000000 17950888832229453824.000000
79208670336791068672.000000 71151963941908299776.000000 34023070583548379136.000000
83750213050506985472.000000 94985471406050443264.000000 57683587892678746112.000000
25025991366205984768.000000 70536884084463894528.000000 81341198157346439168.000000
88507787056775577600.000000 49868119716415127552.000000 91669649917591257088.000000
8541864175851643904.000000 83584907534494400512.000000 50845983067669544960.000000
7382785967969051648.000000 86304246026853351424.000000 13831992459276675072.000000
80025503075853074432.000000 5103610447598708736.000000 48662686532120879104.000000
93218694355945668608.000000 62419581926900473856.000000 71866714271256698880.000000
29646960787739140096.000000 31766860141606957056.000000 59364047329041137664.000000
28835178625622016000.000000 26887066747300941824.000000 50652017113461596160.000000
52337568694943326208.000000 68696288367751593984.000000 67263530318640627712.000000
91674933548065587200.000000 48424500683473731584.000000 29774398268954619904.000000
68651823304036065280.000000 68523267336749719552.000000 18016725434539649024.000000
42794322498387623936.000000 25556128538905378816.000000 92394836560613687296.000000
95025178440611053568.000000 4357954070512932352.000000 76203556271158968320.000000
50362123622845161472.000000 7238919722932817920.000000 23818007135887585280.000000
57783523014660792320.000000 48155005482933977088.000000 49684632906397696000.000000
80667054557926637568.000000 70959779236926357504.000000 20591559684867231744.000000
62665957001314377728.000000 70037326498392309760.000000 46734574600209375232.000000
13531086612709924864.000000 66158077206976438272.000000 80066799970473263104.000000
95922025397706145792.000000 1027125802386320384.000000 73338301546517602304.000000
95904961579370545152.000000 12647703249037662208.000000 75425080471806558208.000000
61174312305446387712.000000 53453206806803988480.000000 15479809173845344256.000000
65493439043152052224.000000 27877247721332113408.000000 39717794175082954752.000000
6371877808636429312.000000 54096281522219171840.000000 66933411188345225216.000000
32708529477442969600.000000 71426179971800891392.000000 27672678952049025024.000000
27705503874603593728.000000 93252233587224510464.000000 97652882752476610560.000000
69144571186467823616.000000 72745402487873798144.000000 79403113432773181440.000000
28964642178425249792.000000 9933972511583539200.000000 49963242088585519104.000000
99834562608945430528.000000 93177810618938572800.000000 27017411477789806592.000000
93904172941512278016.000000 19703634550574997504.000000 74485031678261706752.000000
39396004616331878400.000000 1706918106752851456.000000 43802800669097140224.000000
27620623464890925056.000000 72517491508684103680.000000 61637511293971521536.000000
29378701438589841408.000000 3259954212484267008.000000 46190589566581809152.000000
