37622173129254846464.000000 24170963974492463104.000000 43636635403006181376.000000
47853328264454709248.000000 60178210400206315520.000000 89502842428474671104.000000
29920650692134670336.000000 50401020683413504000.000000 58293952184938872832.000000
6168116053649668096.000000 63081518832444121088.000000 51275988849390198784.000000
30048727929534029824.000000 54804656042637123584.000000 73526196664402427904.000000
30373061891475050496.000000 99056989352969895936.000000 96478149845374894080.000000
30451409283038760960.000000 99505158726896664576.000000 82750134266055704576.000000
69761720902911598592.000000 56302334929216397312.000000 48996877454202052608.000000
61656771776671768576.000000 34174907522548162560.000000 7254197268489584640.000000
70474649449305268224.000000 96643880003914776576.000000 60212325397040553984.000000
79034753063157202944.000000 55068509229763158016.000000 30906246095754035200.000000
75935946538129932288.000000 74039427752686387200.000000 77963735798678323200.000000
52997497801056018432.000000 27624974152283287552.000000 67224396932942454784.000000
40275635871190499328.000000 39805873331917848576.000000 17950888834287939584.000000
79208670337820311552.000000 71151963943452164096.000000 34023070585521094656.000000
83750213051193147392.000000 94985471407765848064.000000 57683587894565691392.000000
25025991367921389568.000000 70536884086179299328.000000 81341198157689520128.000000
88507787057118658560.000000 49868119717101289472.000000 91669649918620499968.000000
8541864176730788864.000000 83584907534837481472.000000 50845983068527247360.000000
7382785968526558208.000000 86304246027539513344.000000 13831992460391688192.000000
80025503077911560192.000000 5103610448006117376.000000 48662686534007824384.000000
93218694358004154368.000000 62419581927929716736.000000 71866714271942860800.000000
29646960788167991296.000000 31766860142035808256.000000 59364047329384218624.000000
28835178626822799360.000000 26887066748587495424.000000 50652017114833920000.000000
52337568695801028608.000000 68696288367923134464.000000 67263530319669870592.000000
91674933549780992000.000000 48424500683645272064.000000 29774398269812322304.000000
68651823304207605760.000000 68523267336921260032.000000 18016725435097155584.000000
42794322500103028736.000000 25556128539334230016.000000 92394836560613687296.000000
95025178440611053568.000000 4357954071445683712.000000 76203556272874373120.000000
50362123623016701952.000000 7238919723876290560.000000 23818007136916828160.000000
57783523016376197120.000000 48155005482933977088.000000 49684632907255398400.000000
80667054558269718528.000000 70959779237784059904.000000 20591559685982244864.000000
62665957003029782528.000000 70037326498906931200.000000 46734574602096320512.000000
13531086613653397504.000000 66158077208863383552.000000 80066799970816344064.000000
95922025398049226752.000000 1027125803123408384.000000 73338301548061466624.000000
95904961580742868992.000000 12647703250409986048.000000 75425080471806558208.000000
61174312305789468672.000000 53453206808862474240.000000 15479809174660161536.000000
65493439044524376064.000000 27877247721503653888.000000 39717794176283738112.000000
6371877809837212672.000000 54096281523934576640.000000 66933411188688306176.000000
32708529477700280320.000000 71426179971972431872.000000 27672678952820957184.000000
27705503875890147328.000000 93252233587224510464.000000 97652882754192015360.000000
69144571186982445056.000000 72745402489246121984.000000 79403113433459343360.000000
28964642180054884352.000000 9933972511626424320.000000 49963242089100140544.000000
99834562610660835328.000000 93177810619624734720.000000 27017411479590981632.000000
93904172941855358976.000000 19703634552461942784.000000 74485031679290949632.000000
39396004618218823680.000000 1706918108093011456.000000 43802800669783302144.000000
27620623466091708416.000000 72517491510571048960.000000 61637511295343845376.000000
29378701439790624768.000000 3259954214424818688.000000 46190589567782592512.000000
7917202314879728640.000000 15407759423517759488.000000 96608445385299296256.000000
11931395148053518336.000000 14500345285346785280.000000 64110290781827235840.000000
37029202840366759936.000000 39230257696849838080.000000 37681261755998846976.000000
56794258951422803968.000000 56525935734934970368.000000 58567151167436054528.000000
58597034275940343808.000000 97062944589140738048.000000 25082111811093856256.000000
95872554965232943104.000000 4102365847784264704.000000 15503055591293796352.000000
1216551679790927872.000000 51181353635095175168.000000 65348184903815118848.000000
88933761869586022400.000000 94371255436909363200.000000 71339953316236632064.000000
58377834750055890944.000000 66397316110670372864.000000 11825702572192444416.000000
41163645328513835008.000000 73918331057909972992.000000 84322631103534792704.000000
35667930165521358848.000000 73017188447023865856.000000 74088534562345861120.000000
22337911888620900352.000000 10561738890260553728.000000 45355995045758910464.000000
90686660925853466624.000000 10975568172687472640.000000 90398213457628479488.000000
81768823345675075584.000000 63394024410318061568.000000 91149241676007325696.000000
23220209938538627072.000000 44398132805698666496.000000 65863355971492708352.000000
80437613405674815488.000000 21146418852618067968.000000 86159771775927828480.000000
92539555434956718080.000000 48352410980516380672.000000 26084607751333654528.000000
73174973543123206144.000000 3634868083195719168.000000 3338990629945721856.000000
49562876470970490880.000000 73316998949443108864.000000 21346678882301571072.000000
64484406968631091200.000000 64487825581911670784.000000 61597126883833274368.000000
9268938864757274624.000000 34741934026246848512.000000 40387737635575808000.000000
94090674924634865664.000000 9049905501435013120.000000 20456145445176729600.000000
27872059451546644480.000000 40349614109218349056.000000 3376525404800132096.000000
60362547776330088448.000000 46428500244169580544.000000 27326381534376394752.000000
56379403823389286400.000000 46154012682359029760.000000 39793657398979690496.000000
11655940174027261952.000000 62911285249233264640.000000 5978986709708589056.000000
76485104099477258240.000000 46338895978001063936.000000 75736097980079439872.000000
4369698168199079424.000000 40972947872351698944.000000 90824713856632782848.000000
14004211995314350080.000000 93183891366656000000.000000 15565391301067872256.000000
83775730945663254528.000000 40868641966639882240.000000 67873778800132399104.000000
33440067634632331264.000000 94539223621005377536.000000 68192723271649632256.000000
23658271993857589248.000000 81200678928452321280.000000 29422416230854336512.000000
83256662523560345600.000000 94314401889028407296.000000 38700597434472914944.000000
84614884045867188224.000000 50999133046060679168.000000 22264620263467520000.000000
48216589981209894912.000000 38898232046555439104.000000 52825732144699269120.000000
9684951293436020736.000000 84877868302571536384.000000 42144951066664689664.000000
8591190501244026880.000000 28055450162714976256.000000 91644525859002679296.000000
12572442075500242944.000000 36084131500804370432.000000 82119218919070728192.000000
53984941831128350720.000000 29454848854913921024.000000 66955819163001724928.000000
82193719372387237888.000000 25286852891750248448.000000 72639598656564486144.000000
30243199019988561920.000000 92472960667870167040.000000 88908355470966603776.000000
80400020905661317120.000000 43412052532234772480.000000 8485993854848691200.000000
50282674704169574400.000000 62885421167354519552.000000 43914533209471131648.000000
16043380309346596864.000000 55938221424513130496.000000 83902261444068458496.000000
98692399555649437696.000000 65499707882080247808.000000 82200144832011141120.000000
74784852601151176704.000000 2775669361136088576.000000 37705024320496721920.000000
59684563404282568704.000000 34636810128134250496.000000 77737040367932047360.000000
4513899775891501056.000000 96724881984323551232.000000 63395532557177380864.000000
94270796568207212544.000000 50678874607566749696.000000 6180343895814814720.000000
98802767994392330240.000000 23564358327385964544.000000 84906175960722997248.000000
77114910269540417536.000000 80744909896379170816.000000 44597589020085673984.000000
6911746494082092032.000000 44570109684102627328.000000 90563160927487737856.000000
7062504408558981120.000000 31232918355300614144.000000 18677287293009133568.000000
44156679394381545472.000000 90647029176064868352.000000 8479029171064876032.000000
7856794353124984832.000000 3734461047723134976.000000 19781813648024911872.000000
98837483318165798912.000000 53630954142615396352.000000 46993012281851740160.000000
46714250068592361472.000000 38767397039771058176.000000 55140151539611779072.000000
3170534105859219968.000000 76018928668137947136.000000 89417204931338158080.000000
27788610719183634432.000000 92190030526424842240.000000 35051478091528241152.000000
46866524767962210304.000000 73054569469629988864.000000 43887345247300395008.000000
76932126194368724992.000000 40535505925212643328.000000 82320269396702953472.000000
94906115800504057856.000000 20640988963747360768.000000 3081933386625689600.000000
38112229593172918272.000000 54745276609677934592.000000 15863583883936450560.000000
54732180192317784064.000000 19026738176837214208.000000 59235379145699229696.000000
160141966072333760.000000 38117624131004833792.000000 14393672114122801152.000000
98275397758058397696.000000 68451392396793913344.000000 82888115453870440448.000000
75467017689494257664.000000 41214054979448012800.000000 51813003841074937856.000000
6024082263625214976.000000 16726759362160056320.000000 69630068666378117120.000000
70982140218317512704.000000 29760121945301381120.000000 28547014113275752448.000000
84697696743356022784.000000 32246563245924737024.000000 52645591546936000512.000000
70876806763287142400.000000 71213317257211273216.000000 5273007339276179456.000000
13736338634435923968.000000 97384154473040379904.000000 75820709211601027072.000000
79538845459074334720.000000 6944554151916725248.000000 79602209284166991872.000000
22683075530924363776.000000 10410288645679177728.000000 47236670951651434496.000000
90236797928580186112.000000 77464040125184163840.000000 89937787328091045888.000000
45022469145817284608.000000 86938715725394264064.000000 96073216075330306048.000000
87482721403290386432.000000 46470207493637464064.000000 70707683273993928704.000000
581147632099901568.000000 30958998004828229632.000000 93361987925614624768.000000
29756239802176978944.000000 27125670498774478848.000000 24863848447775379456.000000
52852008760409079808.000000 44913174960190267392.000000 59157788765166092288.000000
49828881405017579520.000000 76547838278569148416.000000 12450392328230916096.000000
69409758366067163136.000000 14791541134588936192.000000 12858372793883478016.000000
13280682330426142720.000000 92390388609378795520.000000 19114149776797437952.000000
42659378117001814016.000000 52790664408788131840.000000 61768604768739663872.000000
91884242099153813504.000000 60540597861913059328.000000 38898010725383847936.000000
24420547131211591680.000000 32836925461550198784.000000 66727816313692971008.000000
64582563690897686528.000000 96403251663821537280.000000 32566497598467002368.000000
17523780955283658752.000000 31147865148958871552.000000 93713448335187525632.000000
27035584365497634816.000000 79619237805589463040.000000 3359220683811254784.000000
49764036688461242368.000000 30208405581119062016.000000 97159283539961888768.000000
80433947926452961280.000000 48078745876244054016.000000 37139093476506918912.000000
46750379331181961216.000000 33911112572573388800.000000 93081228256812793856.000000
10084897618773276672.000000 98509137572292001792.000000 85615220073578594304.000000
72942226514060599296.000000 44261878636890939392.000000 57172349784359100416.000000
4862127637659895808.000000 80792203634119409664.000000 68601513058651750400.000000
32013819133867241472.000000 48474915642213769216.000000 22791742293840621568.000000
93920366607813984256.000000 494954095843543808.000000 11360621393503334400.000000
27531550796160712704.000000 98649914527305105408.000000 30457757502901047296.000000
99310708460223201280.000000 57822898053814919168.000000 9514639028113825792.000000
38097017769716834304.000000 58286543110142648320.000000 74548190695717109760.000000
37931355707931033600.000000 68988302225873461248.000000 91005918791803928576.000000
89139464921612271616.000000 34989855098458693632.000000 92725486087789150208.000000
51800011102727438336.000000 89956700205893402624.000000 25681093992119074816.000000
34210450368247734272.000000 51433556254274854912.000000 68131006058367893504.000000
73216735195191599104.000000 50541571781128019968.000000 57553384577946705920.000000
21757023324868460544.000000 40964657459092840448.000000 59208917145837477888.000000
62013207849717153792.000000 14805746901324181504.000000 67526756661738692608.000000
42218643426864545792.000000 85825817076615495680.000000 22542507929644306432.000000
42409834601080954880.000000 86752779508904706048.000000 50107798732554346496.000000
16452665617540227072.000000 56132882679342014464.000000 44535290142864474112.000000
79845913283450978304.000000 59597702888845164544.000000 12423728030111803392.000000
13199338198085365760.000000 89006789405150035968.000000 61149835194110337024.000000
40265428715570831360.000000 60245982583632322560.000000 41163235772583378944.000000
45231612729717309440.000000 20609879341640151040.000000 30941078937186476032.000000
55920632471586906112.000000 39609167510851477504.000000 25123614715899314176.000000
17067852628423835648.000000 29497185291389546496.000000 69435578954944282624.000000
88179944746641899520.000000 58519541685685395456.000000 21918917907910410240.000000
40576833213768204288.000000 47119068828509675520.000000 89357628843029495808.000000
55411793680003325952.000000 56113852745595994112.000000 25874953401694285824.000000
62668036218663477248.000000 19114307941383155712.000000 61797007817463029760.000000
65825222513967792128.000000 42694041124053188608.000000 20865289746707165184.000000
51294556833905909760.000000 2477992105637843456.000000 54926737387859673088.000000
46826725835511513088.000000 3549091443945317888.000000 3045680613314715136.000000
94450896308390461440.000000 38620384214233096192.000000 93287013506856747008.000000
82000518147592192000.000000 63817996936633786368.000000 47851737321855959040.000000
28166681963824484352.000000 60118062936386756608.000000 47141658631551713280.000000
75743352488667316224.000000 20507381893046255616.000000 19314313472707846144.000000
60793394791089356800.000000 64187232636126396416.000000 68609650500966948864.000000
60781294479152824320.000000 45269551372363857920.000000 80935908188465463296.000000
41466374423147700224.000000 95497689736516534272.000000 37790477500067946496.000000
13760402876159776768.000000 79983646581306867712.000000 11664464935072401408.000000
65480273689885917184.000000 49967886973567475712.000000 3323134209721074176.000000
62635768506956906496.000000 8427451324982515712.000000 19720813386690093056.000000
28049850418843971584.000000 18130872441980792832.000000 25602614813980188672.000000
88652739695637774336.000000 31769067765892161536.000000 68552528412892545024.000000
3703601159509256704.000000 52239781321870942208.000000 948821026717574144.000000
37768908609868161024.000000 81049449705023012864.000000 69887458611907928064.000000
78835549263698296832.000000 88518129509565415424.000000 97623065150603739136.000000
95692423811874209792.000000 15699930960258084864.000000 66712817282329354240.000000
14502235870736629760.000000 33521202901861507072.000000 21011628440975396864.000000
